date,ticker,type,ret_z,vol_z,range_pct,why
2020-03-24,GOOG,spike,2.504320480732436,0.3415972167270612,0.7301587301587301,|ret_z|>2.5
2020-03-02,QQQ,spike,4.261868308342629,1.6418959234032269,0.984126984126984,|ret_z|>2.5; range_pct>0.95
2020-03-03,QQQ,,-2.412334993427188,1.7048057803758363,1.0,range_pct>0.95
2020-03-04,QQQ,spike,2.8902772527366367,0.7023743074569154,0.9206349206349206,|ret_z|>2.5
2020-03-09,QQQ,crash,-4.448050757072605,1.1564348125175603,0.9523809523809522,|ret_z|>2.5; range_pct>0.95
2020-03-10,QQQ,spike,3.0465722674232207,0.8474675393798492,0.9682539682539684,|ret_z|>2.5; range_pct>0.95
2020-03-12,QQQ,crash,-4.5487465615990335,1.1773273002893472,1.0,|ret_z|>2.5; range_pct>0.95
2020-03-13,QQQ,spike,3.7473289423865137,1.0383919092143326,1.0,|ret_z|>2.5; range_pct>0.95
2020-03-16,QQQ,crash,-4.662772732261368,0.3569866443501486,1.0,|ret_z|>2.5; range_pct>0.95
2020-03-17,QQQ,spike,2.6518646199910774,0.7514037238916647,0.9682539682539684,|ret_z|>2.5; range_pct>0.95
2020-03-24,QQQ,spike,2.529110151069046,-0.5795859755119708,0.7460317460317459,|ret_z|>2.5
